GDC_Aliquot	Chromosome	Start	End	Copy_Number	Major_Copy_Number	Minor_Copy_Number
700b28ed-9160-4ab7-be99-2202ac1ca694	chr19	7785131	10497268	8	6	2
700b28ed-9160-4ab7-be99-2202ac1ca694	chr19	10498705	11380014	6	3	3
700b28ed-9160-4ab7-be99-2202ac1ca694	chr19	11380520	12627450	7	5	2
700b28ed-9160-4ab7-be99-2202ac1ca694	chr19	12627853	16312421	11	9	2
700b28ed-9160-4ab7-be99-2202ac1ca694	chr19	16317587	17955765	7	5	2
700b28ed-9160-4ab7-be99-2202ac1ca694	chr19	17964188	18246606	6	3	3
700b28ed-9160-4ab7-be99-2202ac1ca694	chr19	18248714	20542716	9	7	2
700b28ed-9160-4ab7-be99-2202ac1ca694	chr19	20542803	21495996	8	6	2
700b28ed-9160-4ab7-be99-2202ac1ca694	chr19	21497382	21920673	4	2	2
700b28ed-9160-4ab7-be99-2202ac1ca694	chr19	21921689	28892363	6	4	2
700b28ed-9160-4ab7-be99-2202ac1ca694	chr19	28892380	29594238	7	5	2
700b28ed-9160-4ab7-be99-2202ac1ca694	chr19	29599257	30254263	11	9	2
700b28ed-9160-4ab7-be99-2202ac1ca694	chr19	30255846	30872144	17	15	2
700b28ed-9160-4ab7-be99-2202ac1ca694	chr19	30873035	31571349	2	2	0
700b28ed-9160-4ab7-be99-2202ac1ca694	chr19	31572059	34993619	3	2	1
700b28ed-9160-4ab7-be99-2202ac1ca694	chr19	34994365	36236463	4	2	2
700b28ed-9160-4ab7-be99-2202ac1ca694	chr19	36237418	36862326	8	6	2
700b28ed-9160-4ab7-be99-2202ac1ca694	chr19	36862823	51499475	2	2	0
700b28ed-9160-4ab7-be99-2202ac1ca694	chr19	51500077	51733474	9	7	2
700b28ed-9160-4ab7-be99-2202ac1ca694	chr19	51735579	52321510	6	4	2
700b28ed-9160-4ab7-be99-2202ac1ca694	chr19	52325387	52481992	9	7	2
700b28ed-9160-4ab7-be99-2202ac1ca694	chr19	52483791	52775700	6	4	2
700b28ed-9160-4ab7-be99-2202ac1ca694	chr19	52780882	58268736	3	2	1
700b28ed-9160-4ab7-be99-2202ac1ca694	chr19	58273366	58586487	2	2	0
700b28ed-9160-4ab7-be99-2202ac1ca694	chr20	80664	11749510	2	1	1
700b28ed-9160-4ab7-be99-2202ac1ca694	chr20	11749840	16548823	3	2	1
700b28ed-9160-4ab7-be99-2202ac1ca694	chr20	16551606	16764928	2	1	1
700b28ed-9160-4ab7-be99-2202ac1ca694	chr20	16764947	16817714	3	2	1
700b28ed-9160-4ab7-be99-2202ac1ca694	chr20	16819730	22750175	2	1	1
700b28ed-9160-4ab7-be99-2202ac1ca694	chr20	22750345	42460812	3	2	1
700b28ed-9160-4ab7-be99-2202ac1ca694	chr20	42461653	42907337	4	2	2
700b28ed-9160-4ab7-be99-2202ac1ca694	chr20	42909543	43173480	11	9	2
700b28ed-9160-4ab7-be99-2202ac1ca694	chr20	43174295	44807796	4	2	2
700b28ed-9160-4ab7-be99-2202ac1ca694	chr20	44811186	45325351	15	13	2
700b28ed-9160-4ab7-be99-2202ac1ca694	chr20	45330146	45369281	17	15	2
700b28ed-9160-4ab7-be99-2202ac1ca694	chr20	45377961	48535651	4	2	2
700b28ed-9160-4ab7-be99-2202ac1ca694	chr20	48536775	57412753	3	2	1
700b28ed-9160-4ab7-be99-2202ac1ca694	chr20	57414752	57466454	6	4	2
700b28ed-9160-4ab7-be99-2202ac1ca694	chr20	57466764	64115023	4	2	2
700b28ed-9160-4ab7-be99-2202ac1ca694	chr20	64115314	64324800	3	2	1
700b28ed-9160-4ab7-be99-2202ac1ca694	chr21	12973348	17193811	6	3	3
700b28ed-9160-4ab7-be99-2202ac1ca694	chr21	17198763	18347109	4	3	1
700b28ed-9160-4ab7-be99-2202ac1ca694	chr21	18348605	20207004	6	5	1
700b28ed-9160-4ab7-be99-2202ac1ca694	chr21	20207409	21858056	3	2	1
700b28ed-9160-4ab7-be99-2202ac1ca694	chr21	21858386	22588239	2	1	1
700b28ed-9160-4ab7-be99-2202ac1ca694	chr21	22588950	23104447	5	3	2
700b28ed-9160-4ab7-be99-2202ac1ca694	chr21	23104619	23952560	6	4	2
700b28ed-9160-4ab7-be99-2202ac1ca694	chr21	23952597	24892208	5	3	2
700b28ed-9160-4ab7-be99-2202ac1ca694	chr21	24892965	25519269	3	2	1
700b28ed-9160-4ab7-be99-2202ac1ca694	chr21	25519861	25941374	5	3	2
700b28ed-9160-4ab7-be99-2202ac1ca694	chr21	25942399	26515189	4	2	2
700b28ed-9160-4ab7-be99-2202ac1ca694	chr21	26516018	46677045	3	2	1
700b28ed-9160-4ab7-be99-2202ac1ca694	chr22	16392123	17050842	2	2	0
700b28ed-9160-4ab7-be99-2202ac1ca694	chr22	17053798	19146570	4	4	0
700b28ed-9160-4ab7-be99-2202ac1ca694	chr22	19146927	21054687	5	5	0
700b28ed-9160-4ab7-be99-2202ac1ca694	chr22	21056202	22181583	3	3	0
700b28ed-9160-4ab7-be99-2202ac1ca694	chr22	22182456	23037808	5	5	0
700b28ed-9160-4ab7-be99-2202ac1ca694	chr22	23041683	23888961	3	3	0
700b28ed-9160-4ab7-be99-2202ac1ca694	chr22	23890688	24511115	5	5	0
700b28ed-9160-4ab7-be99-2202ac1ca694	chr22	24514161	26142610	4	4	0
700b28ed-9160-4ab7-be99-2202ac1ca694	chr22	26147321	29136624	6	6	0
700b28ed-9160-4ab7-be99-2202ac1ca694	chr22	29136963	29182241	3	3	0
700b28ed-9160-4ab7-be99-2202ac1ca694	chr22	29184289	32178696	7	7	0
700b28ed-9160-4ab7-be99-2202ac1ca694	chr22	32179162	32415469	5	5	0
700b28ed-9160-4ab7-be99-2202ac1ca694	chr22	32419359	33137191	3	3	0
700b28ed-9160-4ab7-be99-2202ac1ca694	chr22	33137733	34585697	4	4	0
700b28ed-9160-4ab7-be99-2202ac1ca694	chr22	34590408	34929745	2	2	0
700b28ed-9160-4ab7-be99-2202ac1ca694	chr22	34930365	34930365	5	5	0
700b28ed-9160-4ab7-be99-2202ac1ca694	chr22	34931751	34946728	1	1	0
700b28ed-9160-4ab7-be99-2202ac1ca694	chr22	34947311	35095976	2	2	0
700b28ed-9160-4ab7-be99-2202ac1ca694	chr22	35096320	35458809	3	3	0
700b28ed-9160-4ab7-be99-2202ac1ca694	chr22	35459811	41883735	2	2	0
700b28ed-9160-4ab7-be99-2202ac1ca694	chr22	41884614	50796027	1	1	0
700b28ed-9160-4ab7-be99-2202ac1ca694	chrX	251810	1939670	1	1	0
700b28ed-9160-4ab7-be99-2202ac1ca694	chrX	1939691	2557171	3	2	1
700b28ed-9160-4ab7-be99-2202ac1ca694	chrX	2565248	3302702	2	1	1
700b28ed-9160-4ab7-be99-2202ac1ca694	chrX	3302880	6128796	3	2	1
700b28ed-9160-4ab7-be99-2202ac1ca694	chrX	6130980	23463001	1	1	0
700b28ed-9160-4ab7-be99-2202ac1ca694	chrX	23477685	23483379	0	0	0
700b28ed-9160-4ab7-be99-2202ac1ca694	chrX	23483763	30382151	1	1	0
700b28ed-9160-4ab7-be99-2202ac1ca694	chrX	30382270	31122179	2	2	0
700b28ed-9160-4ab7-be99-2202ac1ca694	chrX	31122649	53778268	2	1	1
700b28ed-9160-4ab7-be99-2202ac1ca694	chrX	53779131	57279765	2	2	0
700b28ed-9160-4ab7-be99-2202ac1ca694	chrX	57281329	74448121	3	2	1
700b28ed-9160-4ab7-be99-2202ac1ca694	chrX	74448594	88499975	2	2	0
700b28ed-9160-4ab7-be99-2202ac1ca694	chrX	88499997	88502032	1	1	0
700b28ed-9160-4ab7-be99-2202ac1ca694	chrX	88502321	95141627	2	2	0
700b28ed-9160-4ab7-be99-2202ac1ca694	chrX	95141864	95158595	4	4	0
700b28ed-9160-4ab7-be99-2202ac1ca694	chrX	95159272	109953988	2	2	0
700b28ed-9160-4ab7-be99-2202ac1ca694	chrX	109954175	109963493	3	3	0
700b28ed-9160-4ab7-be99-2202ac1ca694	chrX	109963982	124573888	2	2	0
700b28ed-9160-4ab7-be99-2202ac1ca694	chrX	124575218	124577193	1	1	0
700b28ed-9160-4ab7-be99-2202ac1ca694	chrX	124577895	156004181	2	2	0
700b28ed-9160-4ab7-be99-2202ac1ca694	chrY	2782397	26653788	0	0	0
700b28ed-9160-4ab7-be99-2202ac1ca694	chrY	56872112	56872112	4	4	0
